20891318,GGHB,220501,05/01/2022 00:02:00,1183-Trfc Collision-Unkn Inj,Us101 N / Hampshire Rd,Moorpark,,,34.166111,-118.837183,7,111,78582,101,N,1.551,41.1,,103
20891320,LAHB,220501,05/01/2022 00:03:00,1125-Traffic Hazard,Us101 S / N Benton Way,Central LA,,,34.075077,-118.274297,7,37,44000,101,S,3.352,4.7,,11
20891323,INHB,220501,05/01/2022 00:02:00,1125-Traffic Hazard,I10 E Wo / Hargrave St Ic,San Gorgonio Pass,,,33.924591,-116.871996,8,65,3820,10,E,13.627,99.5,,7
20891324,INHB,220501,05/01/2022 00:00:00,WW-Wrong Way Driver,Sr94 W / 25th St Ofr,San Diego,,,32.713277,-117.137249,11,73,66000,94,W,2.016,.6,,0
20891326,GGHB,220501,05/01/2022 00:04:00,1125-Traffic Hazard,I580 E / Fruitvale Ave Ofr,Oakland,,,37.799104,-122.220888,4,1,53000,580,E,R41.57,57.8,,10
20891328,LAHB,220501,05/01/2022 00:06:00,1125-Traffic Hazard,N Mission Rd Onr / Us101 N I10 E Con,Central LA,,,34.05284,-118.223155,7,37,44000,101,N,S1.3,1.3,,2
20891329,LAHB,220501,05/01/2022 00:05:00,1182-Trfc Collision-No Inj,Us101 S / Glendale Blvd,Central LA,,,34.069633,-118.261298,7,37,44000,101,S,2.452,3.8,,171
20891330,LAHB,220501,05/01/2022 00:04:00,1183-Trfc Collision-Unkn Inj,I5 S / I5 S Sr110 S Con,Central LA,,,34.08913,-118.237527,7,37,44000,5,S,21.33,137.9,,4
20891331,INHB,220501,05/01/2022 00:04:00,1125-Traffic Hazard,I15 S / Carmel Mountain Rd Ofr,San Diego,,,32.982996,-117.084072,11,73,66000,15,S,M20.853,21.1,,55
20891332,SAHB,220501,05/01/2022 00:10:00,1125-Traffic Hazard,I5 N / Lathrop Rd Ofr,Stockton,,,37.82194,-121.291675,10,77,40704,5,N,R17.208,462.7,,6
20891337,LAHB,220501,05/01/2022 00:14:00,1183-Trfc Collision-Unkn Inj,I5 S / Los Feliz Blvd Ofr,Central LA,,,34.127583,-118.273705,7,37,44000,5,S,24.83,141.4,,4
20891339,LAHB,220501,05/01/2022 00:23:00,1125-Traffic Hazard,Sr60 W / S Downey Rd,East LA,,,34.033344,-118.180973,7,37,,60,W,R2.626,2.8,,2
20891340,LAHB,220501,05/01/2022 00:18:00,1183-Trfc Collision-Unkn Inj,I405 S / Howard Hughes Pkwy,West LA,,,33.975108,-118.384369,7,37,44000,405,S,24.728,48.5,,16
20891348,LAHB,220501,05/01/2022 00:26:00,1125-Traffic Hazard,Sr99 S / Avenue 20 1/2 Ofr,Madera,,,37.045466,-120.161379,6,39,,99,S,R18.933,162.9,,1
20891351,INHB,220501,05/01/2022 00:26:00,1125-Traffic Hazard,I10 W / 4th St Onr,San Bernardino FSP,,,34.0791,-117.625709,8,71,53896,10,W,5.035,51.8,,0
20891353,GGHB,220501,05/01/2022 00:32:00,1125-Traffic Hazard,Us101 S / Central San Rafael Ofr,Marin,,,37.976868,-122.520702,4,41,68364,101,S,11.58,451.9,,3
20891355,LAHB,220501,05/01/2022 00:29:00,1125-Traffic Hazard,Us101 S / Silver Lake Blvd,Central LA,,,34.077183,-118.282008,7,37,44000,101,S,3.752,5.1,,21
20891356,INHB,220501,05/01/2022 00:29:00,1125-Traffic Hazard,Sr94 W / Lemon Grove Eo,El Cajon,,,32.74715,-117.027773,11,73,41124,94,W,9.316,7.9,,6
20891357,INHB,220501,05/01/2022 00:28:00,1183-Trfc Collision-Unkn Inj,Sr94 W / Sr125 Eo,El Cajon,,,32.752808,-117.006032,11,73,,94,W,R10.92,9.4,,252
20891361,INHB,220501,05/01/2022 00:34:00,1182-Trfc Collision-No Inj,0 I10 W,Indio,,,33.709358,-116.148444,8,65,,10,W,R60.38,146.2,,64
20891362,GGHB,220501,05/01/2022 00:38:00,1125-Traffic Hazard,Us101 S / Poplar Ave Ofr,Redwood City,,,37.581246,-122.325401,4,81,68252,101,S,14.376,416.6,,44
20891365,LAHB,220501,05/01/2022 00:37:00,1125-Traffic Hazard,I110 S / W Adams Blvd,Central LA,,,34.027524,-118.274639,7,37,44000,110,S,20.67,20.6,,27
20891367,INHB,220501,05/01/2022 00:40:00,1125-Traffic Hazard,Sr73 S / Newport Coast Dr,Santa Ana,,,33.622986,-117.82835,12,59,36770,73,S,21.5,11.5,,20
20891372,GGHB,220501,05/01/2022 00:49:00,1183-Trfc Collision-Unkn Inj,Story Rd E Onr / Us101 S,San Jose,,,37.332708,-121.845426,4,85,68000,101,S,34.23,383.9,,287
20891375,LAHB,220501,05/01/2022 00:50:00,1125-Traffic Hazard,I210 E / Mt Olive Ofr,Baldwin Park,,,34.135132,-117.961403,7,37,19990,210,E,R36.211,36.5,,14
20891376,SAHB,220501,05/01/2022 00:58:00,1125-Traffic Hazard,Sr99 N / Lathrop Rd Ofr,Stockton,,,37.82181,-121.215854,10,77,45484,99,N,8.89,244.7,,6
20891378,GGHB,220501,05/01/2022 00:54:00,1125-Traffic Hazard,Us101 S / Conejo Scales Sb,Moorpark,,,34.200205,-118.959791,7,111,10046,101,S,9.277,48.8,,4
20891380,LAHB,220501,05/01/2022 00:55:00,1179-Trfc Collision-1141 Enrt,Sr60 E / Paramount Blvd Ofr,East LA,,,34.035688,-118.098611,7,37,48816,60,E,R7.426,7.6,,144
20891381,INHB,220501,05/01/2022 00:56:00,1013-Road/Weather Conditions,0 I8 W,El Centro,,,32.690821,-116.077622,11,25,,8,W,R4.757,82.1,,0
20891382,INHB,220501,05/01/2022 00:55:00,JUMPER,Sr94 W / Sr125 S,El Cajon,,,32.747813,-117.018571,11,73,41124,94,W,9.916,8.5,,19
20891383,SAHB,220501,05/01/2022 01:04:00,1183-Trfc Collision-Unkn Inj,Sr99 S / S Golden Gate Ave Ofr,Stockton,,,37.949164,-121.237214,10,77,,99,S,17.815,253.6,,43
20891385,LAHB,220501,05/01/2022 01:02:00,1183-Trfc Collision-Unkn Inj,I10 W / Pacific Ave Ofr,Baldwin Park,,,34.072482,-117.940755,7,37,84200,10,W,34.6,33.1,,39
20891386,LAHB,220501,05/01/2022 01:01:00,1125-Traffic Hazard,I710 N / W Anaheim St Onr,South LA,,,33.782187,-118.207498,7,37,43000,710,N,6.36,1.4,,23
20891388,INHB,220501,05/01/2022 01:00:00,1125-Traffic Hazard,I5 N / Ball Rd,Westminster,,,33.818196,-117.917957,12,59,2000,5,N,37.649,109.9,,39
20891389,INHB,220501,05/01/2022 00:59:00,1125-Traffic Hazard,I15 S / Poway No (rancho Penasquitos),San Diego,,,32.95005,-117.104876,11,73,66000,15,S,M18.353,18.6,,2
20891390,SAHB,220501,05/01/2022 01:07:00,1179-Trfc Collision-1141 Enrt,I5 S / Downing Ave Ofr,Stockton,,,37.916544,-121.291021,10,77,,5,S,R23.908,469.4,,95
20891391,LAHB,220501,05/01/2022 01:07:00,1179-Trfc Collision-1141 Enrt,I10 W / Vincent Ave,Baldwin Park,,,34.072422,-117.926685,7,37,84200,10,W,35.4,33.9,,319
20891392,INHB,220501,05/01/2022 01:07:00,1179-Trfc Collision-1141 Enrt,Sr60 W Eo / Gilman Springs Rd Mm 22.73  San G,San Gorgonio Pass,,,33.936105,-117.116953,8,65,,60,W,22.679,62.8,,30
20891393,INHB,220501,05/01/2022 01:05:00,1125-Traffic Hazard,Sr60 E Eo / I15,Riverside,,,34.01941,-117.542527,8,65,,60,E,R0.945,41.5,,23
20891395,INHB,220501,05/01/2022 01:02:00,1179-Trfc Collision-1141 Enrt,Sr60 W Eo / Gilman Springs Rd Mm 22.73  San G,San Gorgonio Pass,,,33.936105,-117.116953,8,65,,60,W,22.679,62.8,,20
20891397,GGHB,220501,05/01/2022 01:06:00,1183-Trfc Collision-Unkn Inj,I680 N / Jacklin Rd Ofr,San Jose,,,37.441703,-121.889973,4,85,47766,680,N,M8.088,8.097,,197
20891398,LAHB,220501,05/01/2022 01:10:00,1125-Traffic Hazard,I210 E / Base Line Rd Ofr,Baldwin Park,,,34.120091,-117.700008,7,37,13756,210,E,R51.611,51.9,,2
20891399,INHB,220501,05/01/2022 01:10:00,1125-Traffic Hazard,I5 N / Harbor No (ocn),Oceanside,,,33.214028,-117.389342,11,73,53322,5,N,R54.709,54.6,,59
20891400,GGHB,220501,05/01/2022 01:15:00,JUMPER,Us101 S / Buena Vista,Hollister Gilroy,,,37.043919,-121.578006,4,85,,101,S,R9.092,358.4,,5
20891401,LAHB,220501,05/01/2022 01:14:00,1183-Trfc Collision-Unkn Inj,I5 N / Lankershim Blvd,Altadena,,,34.226744,-118.387688,7,37,44000,5,N,34.967,151.6,,10
20891402,LAHB,220501,05/01/2022 01:13:00,1125-Traffic Hazard,I5 N / I5 N Sr14 Con,Newhall,,,34.329818,-118.505826,7,37,44000,5,N,R45.29,161.7,,34
20891403,SAHB,220501,05/01/2022 01:20:00,1179-Trfc Collision-1141 Enrt,Sr99 N / Eaton Rd Onr,Chico,,,39.776942,-121.876225,3,7,,99,N,R36.546,382.1,,186
20891405,GGHB,220501,05/01/2022 01:25:00,1125-Traffic Hazard,Us101 S / Oakland Rd Ofr,San Jose,,,37.363415,-121.896941,4,85,68000,101,S,38.026,387.7,,58
20891406,INHB,220501,05/01/2022 01:27:00,1125-Traffic Hazard,I10 E Wo / Jefferson Mm 51,Indio,,,33.757125,-116.292707,8,65,,10,E,50.98,136.8,,504
20891407,INHB,220501,05/01/2022 01:25:00,1182-Trfc Collision-No Inj,I15 S / Poway No (rancho Penasquitos),San Diego,,,32.95005,-117.104876,11,73,66000,15,S,M18.353,18.6,,4
20891408,INHB,220501,05/01/2022 01:22:00,1183-Trfc Collision-Unkn Inj,Sr125 N / Olympic So,San Diego,,,32.625706,-116.971124,11,73,,125,N,2.594,4.475,,26
20891409,GGHB,220501,05/01/2022 01:28:00,20002-Hit and Run No Injuries,Sr242 N / Clayton Rd Ofr,Contra Costa,,,37.96661,-122.048744,4,13,16000,242,N,R0.541,.8,,287
20891411,INHB,220501,05/01/2022 01:30:00,1125-Traffic Hazard,I15 S / Poway No (rancho Penasquitos),San Diego,,,32.95005,-117.104876,11,73,66000,15,S,M18.353,18.6,,74
20891412,LAHB,220501,05/01/2022 01:20:00,1182-Trfc Collision-No Inj,I710 S / I10 W I710 Con,East LA,,,34.061439,-118.165205,7,37,48914,710,S,26.493,21.5,,17
20891413,INHB,220501,05/01/2022 01:37:00,WW-Wrong Way Driver,I10 E / 8th St (sr243)  Exit 100 Mm 12.8,San Gorgonio Pass,,,33.924145,-116.885305,8,65,3820,10,E,12.827,98.7,,6
20891414,INHB,220501,05/01/2022 01:31:00,1182-Trfc Collision-No Inj,I10 E / Wileys Well Rd Onr,Blythe,,,33.607771,-114.897632,8,65,,10,E,R135.297,220.4,,18
20891415,GGHB,220501,05/01/2022 01:41:00,1183-Trfc Collision-Unkn Inj,I680 N / Bollinger Canyon Ofr,Dublin,,,37.756191,-121.962774,4,13,68378,680,N,R2.573,33.953,,98
20891418,GGHB,220501,05/01/2022 01:43:00,1125-Traffic Hazard,US101 S / CAMARILLO SPRINGS RD ONR,Moorpark,,,34.205066,-118.983359,7,111,10046,101,S,10.777,50.3,,148
20891419,GGHB,220501,05/01/2022 01:42:00,20002-Hit and Run No Injuries,I80 W / Fremont St Ofr,San Francisco,,,37.78699,-122.389859,4,75,67000,80,W,5.74,2.2,,2
20891420,LAHB,220501,05/01/2022 01:45:00,WW-Wrong Way Driver,I5 N / Carmenita Rd Ofr,Santa Fe Springs,,,33.891786,-118.042979,7,37,69154,5,N,2.167,118.8,,3
20891421,INHB,220501,05/01/2022 01:47:00,WW-Wrong Way Driver,I5 N / Carmenita Rd Ofr,LACC,,,33.891795,-118.042973,7,37,69154,5,N,2.167,118.8,,140
20891422,INHB,220501,05/01/2022 01:46:00,1179-Trfc Collision-1141 Enrt,I10 E Eo / Haven Ave,Rancho Cucamonga,,,34.067384,-117.567625,8,71,53896,10,E,8.635,55.4,,81
